行政区域,项目名称,项目位置,土地用途,行业分类,面积(公顷),供地方式,土地使用年限,成交价(万元),约定容积率,合同签订日期,数据来源,数据写入日期
仁寿县,四川天府航空教育管理有限公司,仁寿县视高成黑快速通道北侧,科研用地,教育业,0.879427,挂牌出让,50,185.0000,下限:上限:1.00,2020年02月19日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=8a6ea147-f913-4962-b2e1-c474befc5373,2020-08-26 15:03:12
仁寿县,仁寿县供排水有限责任公司,文林镇,工业用地,水利管理业,3.349887,挂牌出让,50,754.0000,下限:1.00上限:,2020年02月19日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=8e7120d3-1522-4ba7-87e8-9f9643d37119,2020-08-26 15:03:15
仁寿县,仁寿县供排水有限责任公司,富加镇,工业用地,水利管理业,2.692748,挂牌出让,50,606.0000,下限:1.00上限:,2020年02月19日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=de21a7c7-218d-4189-bc54-e744d36250d7,2020-08-26 15:03:17
自贡市本级,四川容鑫金属包装有限公司,自流井区贡舒片区F1-02-4地块,工业用地,金属制品业,2.474100,挂牌出让,50,519.5610,下限:0.70上限:,2020年02月19日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=e6501d96-18c3-4ba4-b408-65899e07f517,2020-08-26 15:03:20
仁寿县,仁寿县钢铁镇苏诚加油站,视高街道环天府新区快速通道西侧,其他商服用地,其它,0.333333,挂牌出让,40,245.0000,下限:上限:0.80,2020年02月19日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=f8ea55d3-a244-40be-8bdb-933d2e7c762e,2020-08-26 15:03:23
仁寿县,仁寿兴新工业投资有限公司,文林工业园区,工业用地,其它,4.405753,挂牌出让,50,424.0000,下限:1.00上限:,2020年02月19日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=fe4ba748-46e0-4441-8dca-940cf6e2e526,2020-08-26 15:03:25
温江区,长海实业,天府街办青泰社区7、21组,工业用地,食品制造业,1.749742,挂牌出让,20,322.8270,下限:1.00上限:3.00,2020年02月19日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=8e03b22b-aa31-4154-8367-ae4eadd40d26,2020-08-26 15:03:27
仁寿县,四川天府航空教育管理有限公司,仁寿县视高成黑快速通道北侧,科研用地,教育业,2.440843,挂牌出让,50,513.0000,下限:上限:1.00,2020年02月19日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=f0fa8cf2-e258-43bc-a367-ae95552e3e85,2020-08-26 15:03:30
隆昌县,隆地挂（2019）12号,隆昌市金鹅街道黄土坡工业园区环城东路与光华路交叉口东侧,工业用地,金属制品业,3.104950,挂牌出让,50,313.9100,下限:1.00上限:0.00,2020年02月18日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=155a75f8-8177-4c88-8b5d-c88cfb5fef4f,2020-08-26 15:03:32
江油市,二类居住用地,李白大道西侧、大鹏路南侧,城镇住宅用地,房地产业,8.469699,拍卖出让,0,18074.5180,下限:1.00上限:3.00,2020年02月18日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=7480ca4c-aaa0-49f8-a096-9adfaebddaf2,2020-08-26 15:03:35
隆昌县,隆地挂（2019）13号,隆昌市金鹅街道（原山川镇）界牌村第1、2小组,工业用地,工艺品及其他制造业,0.563992,挂牌出让,50,47.3809,下限:0.70上限:0.00,2020年02月18日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=c552ee3e-8408-4be5-9421-4ef4b5091c56,2020-08-26 15:03:37
江安县,康家坝农产品加工区D1-01-01-I地块,康家坝园区,仓储用地,批发业,0.707327,挂牌出让,50,137.9288,下限:0.70上限:0.00,2020年02月18日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=cb2e24a7-ecdf-469f-9844-78c72ff9f53d,2020-08-26 15:03:40
华蓥市,华蓥市电子信息产业园（四期）,华蓥市广华大道西南侧、玉兰大道东南侧,工业用地,专用设备制造业,5.380690,挂牌出让,50,452.0000,下限:1.00上限:0.00,2020年02月18日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=e555f7eb-7333-48e0-8388-21cb08eb533c,2020-08-26 15:03:42
华蓥市,华蓥市电子信息产业园（四期）,华蓥市经开区鼎足路东北侧,工业用地,专用设备制造业,1.146920,挂牌出让,50,96.3500,下限:1.00上限:0.00,2020年02月18日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=f607613e-5890-449c-8779-dd985043f599,2020-08-26 15:03:45
屏山县,工业建设项目，以发改部门备案为准.,屏山县王场产业区,工业用地,纺织服装、鞋、帽制造业,4.671600,挂牌出让,50,650.0000,下限:1.00上限:0.00,2020年02月18日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=f85e77d0-7d25-4450-89af-ebf6dda93450,2020-08-26 15:03:47
青白江区,远洋信飞数据科技（成都）有限公司,青白江区同旺路以西、向阳路以北,工业用地,计算机服务业,9.612100,挂牌出让,50,3604.5375,下限:1.50上限:3.00,2020年02月18日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=9be25fef-2a91-4783-a664-cb801246752c,2020-08-26 15:03:50
甘洛县,四川广鑫环保科技有限公司,甘洛县海棠镇海棠产业园区,工业用地,废弃资源和废旧材料回收加工业,26.718000,挂牌出让,50,2434.0000,下限:0.60上限:2.00,2020年02月17日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=2220d10d-3ab3-4edf-8dca-ef711fd93a88,2020-08-26 15:03:53
马边彝族自治县,伟信燃气,建设乡水流板村2组,公用设施用地,燃气生产和供应业,0.418996,挂牌出让,50,107.0000,下限:0.00上限:1.50,2020年02月17日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=7ffbf888-5ca6-4e09-982d-43de875643e9,2020-08-26 15:03:55
甘洛县,甘洛县金钰环境治理有限公司,甘洛县海棠镇,工业用地,废弃资源和废旧材料回收加工业,12.910868,挂牌出让,50,1177.0000,下限:0.15上限:2.00,2020年02月17日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=8fdaee06-ae38-4615-8a01-bcbc07282b54,2020-08-26 15:03:58
乐至县,(2019)91号地块,天池街道金子堰村,工业用地,纺织服装、鞋、帽制造业,0.897000,挂牌出让,50,129.1680,下限:1.00上限:0.00,2020年02月16日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=398ead8e-aa57-4369-83ea-6d6296ac6e83,2020-08-26 15:04:00
乐至县,(2019)92号,天池街道金子堰村,工业用地,纺织服装、鞋、帽制造业,0.469100,挂牌出让,50,67.5504,下限:1.00上限:,2020年02月16日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=d6232efd-03ee-454d-9b6d-493edb9a447c,2020-08-26 15:04:03
乐至县,中天镇（2018）1号地块,中天镇青岗村5组、7组,工业用地,食品制造业,1.000000,挂牌出让,50,144.0000,下限:1.00上限:0.00,2020年02月16日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=f3085ed4-feb3-4ef9-b633-96ba5e661682,2020-08-26 15:04:05
金堂县,成都交投淮州新城投资运营有限公司,金堂县淮州新城白果镇，东西一路南侧，东西二路北侧，南北二路东侧，南北三路西侧,工业用地,商务服务业,7.788772,挂牌出让,50,1389.1277,下限:1.00上限:3.00,2020年02月14日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=0ca463b9-3772-4597-9627-310ac3044d3b,2020-08-26 15:04:08
仁寿县,四川联创考拉科技产业有限公司,仁寿县视高镇天府大道西侧,其他商服用地,其它,5.066942,拍卖出让,40,10264.0000,下限:2.50上限:3.50,2020年02月14日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=3a2ef899-1325-40d9-b955-3137912d86f4,2020-08-26 15:04:11
仁寿县,四川联创考拉科技产业有限公司,仁寿县视高镇环湖东路东侧，天府大道西侧,城镇住宅用地,其它,3.875035,拍卖出让,70,14910.0000,下限:1.00上限:2.50,2020年02月14日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=71b23bf4-c02a-4a9d-a79c-b3536cc0d984,2020-08-26 15:04:13
仁寿县,四川联创考拉科技产业有限公司,仁寿县视高镇环湖东路东侧,其他商服用地,其它,1.016687,拍卖出让,40,1571.0000,下限:1.00上限:2.00,2020年02月14日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=7364a1f6-20ba-4e7f-8c15-c0eaa907cc00,2020-08-26 15:04:15
仁寿县,四川联创考拉科技产业有限公司,仁寿县视高镇环湖东路东侧,城镇住宅用地,其它,4.917294,拍卖出让,70,18240.0000,下限:1.00上限:2.00,2020年02月14日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=c7ebf1fa-847e-4db3-a2b2-f5174238fe56,2020-08-26 15:04:18
仁寿县,四川联创考拉科技产业有限公司,仁寿县视高镇环湖东路东侧,城镇住宅用地,其它,2.460324,拍卖出让,70,9130.0000,下限:1.00上限:2.00,2020年02月14日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=d128bb39-926a-4a96-bae9-1f03c4d2045a,2020-08-26 15:04:21
绵阳市本级,市场用地,涪城区龙门镇黄木村1社、小桥村4社,批发市场用地,批发业,4.303422,拍卖出让,40,9705.4040,下限:1.00上限:3.00,2020年02月14日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=e47d6d32-7ac7-452c-b77d-317ec956e025,2020-08-26 15:04:23
仁寿县,四川联创考拉科技产业有限公司,仁寿县视高镇环湖东路东侧,其他商服用地,其它,1.422164,拍卖出让,40,2200.0000,下限:1.00上限:2.00,2020年02月14日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=fcc35ab7-a139-4db7-9505-915727bbd690,2020-08-26 15:04:26
温江区,九联投资,涌泉街办双堰社区3组、金马镇光明社区9组,工业用地,房地产业,3.735738,挂牌出让,20,689.2440,下限:1.00上限:3.00,2020年02月14日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=22c6601e-00bc-44e5-a06f-1b4049b09014,2020-08-26 15:04:28
仁寿县,仁寿汪洋恒众商品混凝土有限公司,汪洋循环经济园区,工业用地,其它,0.951595,拍卖出让,50,286.0000,下限:1.00上限:,2020年02月14日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=42110a21-56d3-4035-914a-60461cbb1a32,2020-08-26 15:04:30
罗江县,四川通融统筹城乡建设投资有限公司项目,万安镇老川陕公路西侧22-2号地块,城镇住宅用地,房地产业,4.349019,拍卖出让,70,4305.1800,下限:1.00上限:3.10,2020年02月14日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=8f59fe2a-118c-4635-bd94-1e171ecc82f1,2020-08-26 15:04:33
温江区,成都扬名食品有限公司,温江区三义街南侧、兴达路东侧,工业用地,食品制造业,1.146800,挂牌出让,20,211.5846,下限:1.00上限:3.00,2020年02月14日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=a14265b4-ac2d-46bc-8371-575d1547f38f,2020-08-26 15:04:35
温江区,高济医药,温江区永盛镇团结桥社区三组，金鸡社区一组（）,仓储用地,医药制造业,6.262048,挂牌出让,20,1155.3476,下限:1.00上限:3.00,2020年02月14日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=b09c7ebd-8cae-4c7e-9bb8-15b97a6f7acc,2020-08-26 15:04:38
罗江县,四川通融统筹城乡建设投资有限公司项目,万安镇县政府以东、川陕路以西地块,城镇住宅用地,房地产业,2.102239,拍卖出让,70,2072.4700,下限:1.00上限:3.10,2020年02月14日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=ca355486-dc25-4712-93a8-9d30797e1cf2,2020-08-26 15:04:40
温江区,鸿扬科技,海峡两岸科技产业园嘉宜路北侧,工业用地,医药制造业,0.640741,挂牌出让,20,118.2165,下限:1.00上限:3.00,2020年02月14日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=dd09afd7-df02-4876-8c70-c39ff6beec03,2020-08-26 15:04:43
温江区,康华生物,金马镇兴元社区7组，新春社区2、3、5组,工业用地,食品制造业,7.156753,挂牌出让,20,1320.4210,下限:1.00上限:3.00,2020年02月14日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=f676c86d-c9a3-4bc3-92a9-02f45e24be0b,2020-08-26 15:04:45
仁寿县,四川川科新德教育科技有限公司,陵州大道旁,教育用地,教育业,22.687250,拍卖出让,50,6807.0000,下限:0.75上限:1.20,2020年02月13日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=072007ed-9a20-4145-8115-4500ab98244e,2020-08-26 15:04:48
511903000,黄石国际旅游度假区五星级标准酒店及服务配套设施,登科街道A-01-07-3地块,旅馆用地,房地产业,0.396950,拍卖出让,40,227.0000,下限:上限:1.50,2020年02月13日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=12d8fe07-fda8-4ec5-acfa-599bce388472,2020-08-26 15:04:51
511903000,黄石国际旅游度假区住宅,登科街道A-01-04-2地块,城镇住宅用地,房地产业,1.789920,拍卖出让,70,958.0000,下限:1.00上限:2.50,2020年02月13日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=2b827909-810c-4213-b04a-dd886d2f6d47,2020-08-26 15:04:54
仁寿县,四川兴川晟华房地产有限公司,陵州大道旁,城镇住宅用地,房地产业,2.592435,拍卖出让,70,10929.0000,下限:2.00上限:2.50,2020年02月13日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=2d7c46fb-db4d-4c09-b8dc-18cfba6a5008,2020-08-26 15:04:58
511903000,黄石国际旅游度假区住宅,登科街道A-01-05-1地块,城镇住宅用地,房地产业,4.901820,拍卖出让,70,2623.0000,下限:1.00上限:2.50,2020年02月13日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=2e5f935a-efaa-463f-bc42-29d66a34c69e,2020-08-26 15:05:01
511903000,黄石国际旅游度假区商业,登科街道A-01-01-3地块,其他商服用地,房地产业,0.311820,拍卖出让,40,180.0000,下限:上限:1.20,2020年02月13日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=3b58d21f-0d09-458a-a2ab-07497b7de743,2020-08-26 15:05:04
宜宾市本级,一类工业用地(临港经开区P—01—09地块),临港经开区P—01—09地块,工业用地,通讯设备、计算机及其他电子设备制造业,9.675600,挂牌出让,50,1625.5008,下限:1.00上限:0.00,2020年02月13日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=428c66e6-4fc9-4a91-af9e-eb391d1d7a3c,2020-08-26 15:05:07
511903000,黄石国际旅游度假区住宅,登科街道A-01-03-1地块,城镇住宅用地,房地产业,4.553230,拍卖出让,70,2493.0000,下限:1.00上限:2.50,2020年02月13日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=4349491f-afaa-43f2-af45-b28071f0e92e,2020-08-26 15:05:09
青白江区,成都晟和机械制造有限公司,青白江区天星大道以西、民盛路以南,工业用地,金属制品业,0.407259,挂牌出让,18.17,48.3000,下限:1.00上限:3.00,2020年02月13日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=456d434d-1025-48bd-99e2-ae004876cfd5,2020-08-26 15:05:12
511903000,黄石国际旅游度假区住宅,登科街道A-01-04-1地块,城镇住宅用地,房地产业,4.353560,拍卖出让,70,2330.0000,下限:1.00上限:2.50,2020年02月13日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=4e5639e9-10c6-4a22-b9fc-5987a15db0e6,2020-08-26 15:05:15
511903000,黄石国际旅游度假区住宅,登科街道A-01-06-1地块,城镇住宅用地,房地产业,3.135790,拍卖出让,70,1736.0000,下限:1.00上限:1.50,2020年02月13日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=5d2d4d5c-ee3f-4c80-8bc0-b1915ae355fc,2020-08-26 15:05:18
511903000,黄石国际旅游度假区住宅,登科街道A-01-02-1地块,城镇住宅用地,房地产业,5.210420,拍卖出让,70,2853.0000,下限:1.00上限:2.50,2020年02月13日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=638fc7b9-4f61-4e7e-9c2f-ab0e0676930a,2020-08-26 15:05:20
仁寿县,四川川科新德教育科技有限公司,陵州大道旁,教育用地,教育业,10.706258,拍卖出让,50,3213.0000,下限:0.75上限:1.20,2020年02月13日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=65a43efe-6b91-434e-8e26-dc01f79cddc8,2020-08-26 15:05:23
511903000,黄石国际旅游度假区住宅,登科街道A-01-03-2地块,城镇住宅用地,房地产业,5.644570,拍卖出让,70,3091.0000,下限:1.00上限:2.50,2020年02月13日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=7f0f2aea-2d75-4b23-80e7-690e415b99bf,2020-08-26 15:05:25
511903000,黄石国际旅游度假区五星级标准酒店及服务配套设施,登科街道A-01-07-2地块,旅馆用地,房地产业,1.330110,拍卖出让,40,761.0000,下限:上限:1.50,2020年02月13日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=8c297316-6a3a-475f-b73c-bd154f9ae96a,2020-08-26 15:05:28
511903000,黄石国际旅游度假区五星级标准酒店及服务配套设施,登科街道A-01-07-1地块,旅馆用地,房地产业,0.669940,拍卖出让,40,383.0000,下限:上限:1.50,2020年02月13日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=9d5dbd3f-c95b-47eb-a313-0e3d0c17a190,2020-08-26 15:05:31
仁寿县,四川兴川晟华房地产有限公司,陵州大道旁,城镇住宅用地,房地产业,1.471872,拍卖出让,70,6205.0000,下限:2.00上限:2.50,2020年02月13日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=a1ec27f2-c27d-482e-ac50-e60e6dded64d,2020-08-26 15:05:33
仁寿县,四川川科新德教育科技有限公司,陵州大道旁,教育用地,教育业,10.683539,拍卖出让,50,3206.0000,下限:0.75上限:1.20,2020年02月13日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=a678a0e9-fcd2-4abc-9e90-d6398dddb5ca,2020-08-26 15:05:36
遂宁市本级,遂宁南广路北侧中环线西侧〔高新区XC15-04-14（1）地块〕,遂宁南广路北侧中环线西侧〔高新区XC15-04-14（1）地块〕,工业用地,房地产业,4.207480,挂牌出让,50,605.8560,下限:1.50上限:,2020年02月13日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=d33b466f-a7f3-4ffd-b457-da32f1e4013a,2020-08-26 15:05:38
511903000,黄石国际旅游度假区商业,登科街道A-01-01-2地块,其他商服用地,房地产业,0.119650,拍卖出让,40,69.0000,下限:上限:1.20,2020年02月13日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=dd7254c9-62da-4705-aebe-65860fca45b7,2020-08-26 15:05:41
仁寿县,四川兴川晟华房地产有限公司,陵州大道旁,城镇住宅用地,房地产业,6.666700,拍卖出让,70,25372.0000,下限:2.00上限:2.50,2020年02月13日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=ddd11519-c860-4288-8500-7ae50ce230a0,2020-08-26 15:05:43
511903000,黄石国际旅游度假区商业,登科街道A-01-01-1地块,其他商服用地,房地产业,1.477380,拍卖出让,40,851.0000,下限:上限:1.20,2020年02月13日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=e6d21665-e42b-47c5-8acd-3a94c7a6d614,2020-08-26 15:05:46
仁寿县,四川川科新德教育科技有限公司,陵州大道旁,教育用地,教育业,22.019527,拍卖出让,50,6607.0000,下限:0.75上限:1.20,2020年02月13日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=e7cf167f-9b4b-4fd4-a0fe-a2af8c2508b7,2020-08-26 15:05:49
仁寿县,四川兴川晟华房地产有限公司,陵州大道旁,城镇住宅用地,房地产业,6.666700,拍卖出让,70,25606.0000,下限:2.00上限:2.50,2020年02月13日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=fde24d41-b722-4b34-b68e-b24d2e0f8c88,2020-08-26 15:05:51
宜宾市本级,二类居住用地(临港经开区TD—B—03—01地块),临港经开区TD—B—03—01地块,城镇住宅用地,房地产业,11.422100,拍卖出让,50,69446.3680,下限:1.00上限:2.20,2020年02月13日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=0e6abf62-29f9-42cb-85ec-36884b0661ba,2020-08-26 15:05:53
青白江区,中国重汽集团成都王牌商用车有限公司,青白江区金芙蓉大道以北、宝成铁路以东,工业用地,汽车制造,6.982644,挂牌出让,47.06,1064.4736,下限:0.50上限:,2020年02月13日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=b8987698-55ac-4977-ad3b-cb96d3d605f1,2020-08-26 15:05:56
泸县,房地产,泸县百和镇排楼村1社,城镇住宅用地,房地产业,0.061411,拍卖出让,70,53.4296,下限:1.00上限:2.20,2020年02月12日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=894a105f-dd19-4421-82ad-9bae9ad86673,2020-08-26 15:05:58
泸县,厂房,泸县兆雅镇石龙村5社,工业用地,农副食品加工业,0.210982,拍卖出让,50,38.0000,下限:1.00上限:,2020年02月12日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=e974df5e-8507-442f-83c5-305f2d68c395,2020-08-26 15:06:01
屏山县,工业用地，以发改部门备案为准,屏山县屏山镇王场产业区,工业用地,房屋和土木工程业,0.596900,挂牌出让,50,83.0000,下限:0.80上限:0.00,2020年02月12日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=eba1d416-3d5a-442a-a37b-894928a5254d,2020-08-26 15:06:04
德阳市本级,综合体、办公楼项目,市区庐山南路与千岛湖交会处东北角,零售商业用地,房地产业,4.047600,拍卖出让,40,6253.5420,下限:1.00上限:4.00,2020年02月12日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=fbe3295f-1c89-48f9-9dc1-943f6d33edbf,2020-08-26 15:06:06
仁寿县,四川阿格瑞新材料有限公司,仁寿县视高镇腾飞大道东侧,工业用地,其它,1.873001,挂牌出让,50,181.0000,下限:1.00上限:,2020年02月12日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=73c03a17-b86b-4ab0-b683-7cde6eab6e7a,2020-08-26 15:06:09
乐山市本级,中心城区青江片区QJ（B）-10-d号地块,市中心城区青江片区陆游路北侧，瑞晗路东侧，三苏路南侧，凤洲路西侧,城镇住宅用地,房地产业,3.098744,拍卖出让,城镇住宅用地70年;零售商业用地40年;,21800.0000,下限:1.00上限:2.50,2020年02月11日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=0faedde0-9e76-4e5c-9a69-f3ad863a26cf,2020-08-26 15:06:12
成都市本级,华兴源创研发及生产项目,成都高新西区西园街道展望村5组、青龙村2组,工业用地,专业技术服务业,2.743006,挂牌出让,20,362.0769,下限:1.00上限:3.00,2020年02月11日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=387601c1-aebb-49bf-9054-03eabffbd2f0,2020-08-26 15:06:14
